Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,5.05810505805134,0,-46.22545582550443,180
4.8828125,4.772033309698045,0.06115016980458715,-46.69444955658332,175.998113212054
9.765625,1.276559748754205,0.7462513226800261,-50.19000294696629,166.2614048261974
14.6484375,-9.247526525448382,3.557985762325477,-57.83101250180884,137.6313345697289
19.53125,-30.19952217158374,48.88175283657817,-62.76456999690674,75.93945826627616
24.4140625,-32.72691776703028,114.8395707667265,-59.93907183425294,23.84418793530443
29.296875,-35.49062375243527,151.1123561105997,-57.66089998402442,4.180914540846093
34.1796875,-35.19631284608294,19.75484490878655,-57.79850280065468,174.6531189880578
39.0625,-33.26856403168166,36.39329427431327,-59.07656355246372,156.5255222368758
43.9453125,-38.06129328051794,30.50993341132474,-60.48082029195834,133.5291744372138
48.828125,-38.8072708321132,121.2397589613432,-61.42064295770621,119.0466982153079
53.7109375,-32.57649534498358,145.5250208204124,-59.69887986878643,111.4489283413537
58.59375,-28.99789647208532,2.733893549730437,-59.23586497629769,111.2758345618448
63.4765625,-26.79992815497972,19.05753731119428,-62.49084754959781,123.9274327459887
68.359375,-26.20240076259186,28.33925780132931,-71.34078871788687,169.0822165262104
73.2421875,-29.12627841011738,43.93314516008561,-68.10281855718415,124.7804298175524
78.125,-36.02181591344205,61.43109452668639,-62.07773805030493,157.9849783262828
83.0078125,-38.66806342898604,43.99483231711766,-58.45463838809642,3.083558218194568
87.890625,-38.07243742199878,39.09797854976079,-56.29359703252991,21.63408389784857
92.7734375,-34.42954805084278,29.39100712006926,-56.64892070627333,32.58165508593397
97.65625,-30.00165564466782,14.45933222267091,-58.1770021788419,30.52248055185481
102.5390625,-30.92316429559257,170.6442616242478,-62.07753314130058,26.25651093453361
107.421875,-31.30328491640946,128.8860855745214,-82.20552560067733,139.2480815897726
112.3046875,-28.52772494663584,112.342262245683,-65.83507133329346,21.75390690892993
117.1875,-26.22338092565814,101.9140302236015,-64.96807405297051,32.89041750664585
122.0703125,-24.28293050111572,89.36178532513267,-60.44842216476689,45.7951755448717
126.953125,-23.42002724906438,78.49218505707864,-56.92250507810732,47.47386297063093
131.8359375,-23.95276861677484,64.50811285522695,-56.69794816529067,31.44502858957386
136.71875,-25.55874297269247,45.73066211733416,-56.28921375255072,12.34252199912193
141.6015625,-27.4591657700029,16.82675271715854,-56.03909819672739,4.298833126073578
146.484375,-28.57769614836984,167.1931105529528,-58.3583515818644,172.4016200515635
151.3671875,-29.85245000280828,161.0680705985296,-66.05113320746875,173.4558165563294
156.25,-28.60206250858466,178.2963985822155,-65.36051233017008,89.86763202087657
161.1328125,-27.11269700791257,7.116479837580792,-61.33494177327142,129.2517983978654
